"PASSENGERS","DISTANCE","ORIGIN_AIRPORT_ID","DEST_AIRPORT_ID","MONTH",
0.00,59.00,11555,10299,3,
0.00,18.00,11588,10666,3,
0.00,14.00,11588,11762,3,
0.00,106.00,11603,14057,3,
0.00,261.00,11630,10299,3,
0.00,146.00,11648,12003,3,
0.00,119.00,11695,14107,3,
0.00,149.00,11711,10140,3,
0.00,40.00,11711,11413,3,
0.00,90.00,11711,12018,3,
0.00,14.00,11762,11588,3,
0.00,317.00,11775,14457,3,
0.00,126.00,11884,11470,3,
0.00,162.00,11884,12956,3,
0.00,89.00,11884,13127,3,
0.00,147.00,11884,14054,3,
0.00,120.00,11884,14252,3,
0.00,159.00,11884,16101,3,
0.00,146.00,12003,11648,3,
0.00,134.00,12003,13486,3,
0.00,128.00,12018,10140,3,
0.00,90.00,12018,11711,3,
0.00,133.00,12132,13785,3,
0.00,156.00,12132,14107,3,
0.00,117.00,12184,10299,3,
0.00,321.00,12278,10194,3,
0.00,132.00,12278,15370,3,
0.00,188.00,12280,14869,3,
0.00,265.00,12896,10194,3,
0.00,0.00,12896,12896,3,
0.00,121.00,12896,13158,3,
0.00,49.00,12956,14054,3,
0.00,241.00,13024,14057,3,
0.00,111.00,13024,14467,3,
0.00,148.00,13024,14489,3,
0.00,72.00,13034,12173,3,
0.00,89.00,13127,11884,3,
0.00,121.00,13158,12896,3,
0.00,0.00,13158,13158,3,
0.00,222.00,13264,14057,3,
0.00,134.00,13486,12003,3,
0.00,71.00,13540,14747,3,
0.00,88.00,13546,11884,3,
0.00,160.00,13785,14107,3,
0.00,16.00,13830,12492,3,
0.00,38.00,13890,11198,3,
0.00,131.00,13891,14689,3,
0.00,47.00,13964,14467,3,
0.00,120.00,13964,14871,3,
0.00,147.00,14054,11884,3,
0.00,49.00,14054,12956,3,
0.00,102.00,14054,16101,3,
0.00,241.00,14057,13024,3,
0.00,222.00,14057,13264,3,
0.00,100.00,14057,13890,3,
0.00,171.00,14057,13964,3,
0.00,166.00,14057,14467,3,
0.00,116.00,14057,14489,3,
0.00,119.00,14107,11695,3,
0.00,156.00,14107,12132,3,
0.00,160.00,14107,13785,3,
0.00,120.00,14252,11884,3,
0.00,317.00,14457,11775,3,
0.00,62.00,14467,11603,3,
0.00,111.00,14467,13024,3,
0.00,65.00,14467,13264,3,
0.00,166.00,14467,14057,3,
0.00,103.00,14489,11603,3,
0.00,116.00,14489,14057,3,
0.00,131.00,14689,13891,3,
0.00,93.00,14747,10666,3,
0.00,72.00,14747,11050,3,
0.00,91.00,14747,11588,3,
0.00,71.00,14747,13540,3,
0.00,207.00,14814,10194,3,
0.00,188.00,14869,12280,3,
0.00,51.00,14871,14057,3,
0.00,236.00,15370,10194,3,
0.00,159.00,16101,11884,3,
0.00,169.00,16101,13127,3,
0.00,71.00,16101,14252,3,
0.00,50.00,10135,10434,3,
0.00,578.00,10135,12339,3,
0.00,883.00,10135,13244,3,
0.00,151.00,10136,12896,3,
0.00,569.00,10140,11298,3,
0.00,160.00,10140,11413,3,
0.00,149.00,10140,11711,3,
0.00,290.00,10140,12896,3,
0.00,942.00,10140,13244,3,
0.00,153.00,10141,11775,3,
0.00,117.00,10141,14120,3,
0.00,78.00,10154,14307,3,
0.00,207.00,10157,14893,3,
0.00,253.00,10170,10299,3,
0.00,194.00,10194,10423,3,
0.00,1214.00,10194,10800,3,
0.00,626.00,10194,11292,3,
0.00,17.00,10194,11298,3,
0.00,536.00,10194,11540,3,
0.00,1137.00,10194,11697,3,
0.00,238.00,10194,12266,3,
0.00,321.00,10194,12278,3,
0.00,769.00,10194,12339,3,
0.00,1218.00,10194,12892,3,
0.00,265.00,10194,12896,3,
0.00,396.00,10194,13061,3,
0.00,294.00,10194,13158,3,
0.00,459.00,10194,13198,3,
0.00,444.00,10194,13244,3,
0.00,1439.00,10194,13796,3,
0.00,806.00,10194,13930,3,
0.00,1599.00,10194,14057,3,
0.00,247.00,10194,14683,3,
0.00,1644.00,10194,14747,3,
0.00,207.00,10194,14814,3,
0.00,972.00,10194,14869,3,
0.00,236.00,10194,15370,3,
0.00,143.00,10257,11618,3,
0.00,1019.00,10257,13244,3,
0.00,132.00,10257,14025,3,
0.00,69.00,10257,14648,3,
0.00,253.00,10299,10170,3,
0.00,59.00,10299,11555,3,
0.00,261.00,10299,11630,3,
0.00,4586.00,10299,12016,3,
0.00,117.00,10299,12184,3,
0.00,3020.00,10299,12339,3,
0.00,3153.00,10299,13244,3,
0.00,2016.00,10299,13796,3,
0.00,146.00,10333,11721,3,
0.00,747.00,10397,10194,3,
0.00,83.00,10397,11150,3,
0.00,746.00,10397,11618,3,
0.00,432.00,10397,12339,3,
0.00,332.00,10397,13244,3,
0.00,640.00,10408,13244,3,
0.00,96.00,10408,13342,3,
0.00,87.00,10408,13485,3,
0.00,194.00,10423,10194,3,
0.00,134.00,10423,10817,3,
0.00,528.00,10423,11540,3,
0.00,559.00,10423,13244,3,
0.00,186.00,10423,14842,3,
0.00,96.00,10434,13230,3,
0.00,58.00,10529,10535,3,
0.00,729.00,10529,12339,3,
0.00,1049.00,10529,13244,3,
0.00,163.00,10558,11122,3,
0.00,126.00,10561,13891,3,
0.00,87.00,10561,14905,3,
0.00,324.00,10562,13244,3,
0.00,135.00,10581,14231,3,
0.00,109.00,10581,14321,3,
0.00,211.00,10599,13244,3,
0.00,122.00,10617,12436,3,
0.00,1318.00,10620,10693,3,
0.00,225.00,10620,11122,3,
0.00,601.00,10620,11775,3,
0.00,1224.00,10620,13244,3,
0.00,1452.00,10620,15412,3,
0.00,98.00,10627,11315,3,
0.00,187.00,10627,11637,3,
0.00,97.00,10631,11637,3,
0.00,199.00,10631,13487,3,
0.00,88.00,10654,12223,3,
0.00,18.00,10666,11588,3,
0.00,93.00,10666,14747,3,
0.00,198.00,10685,11823,3,
0.00,379.00,10685,13244,3,
0.00,185.00,10685,13485,3,
0.00,748.00,10693,11618,3,
0.00,249.00,10693,12339,3,
0.00,200.00,10693,13244,3,
0.00,494.00,10713,11122,3,
0.00,359.00,10713,12003,3,
0.00,674.00,10713,12892,3,
0.00,1516.00,10713,13244,3,
0.00,1140.00,10713,13851,3,
0.00,290.00,10713,14869,3,
0.00,91.00,10721,10529,3,
0.00,200.00,10721,11618,3,
0.00,818.00,10721,12339,3,
0.00,1139.00,10721,13244,3,
0.00,1493.00,10732,10397,3,
0.00,1806.00,10732,13244,3,
0.00,266.00,10785,11618,3,
0.00,750.00,10785,12339,3,
0.00,153.00,10785,14321,3,
0.00,175.00,10785,15096,3,
0.00,282.00,10792,11618,3,
0.00,452.00,10792,12339,3,
0.00,61.00,10792,12494,3,
0.00,813.00,10792,13244,3,
0.00,224.00,10792,16149,3,
0.00,1805.00,10800,12339,3,
0.00,1613.00,10800,13244,3,
0.00,134.00,10817,10423,3,
0.00,136.00,10817,11298,3,
0.00,169.00,10821,11618,3,
0.00,516.00,10821,12339,3,
0.00,787.00,10821,13244,3,
0.00,85.00,10821,14704,3,
0.00,118.00,10849,12003,3,
0.00,88.00,10868,11057,3,
0.00,491.00,10868,12339,3,
0.00,511.00,10868,13244,3,
0.00,127.00,10868,13577,3,
0.00,159.00,10918,12889,3,
0.00,68.00,10930,11522,3,
0.00,255.00,10930,14893,3,
0.00,271.00,10980,13244,3,
0.00,485.00,10994,14730,3,
0.00,77.00,11002,14893,3,
0.00,104.00,11003,11423,3,
0.00,321.00,11003,12339,3,
0.00,481.00,11003,13244,3,
0.00,149.00,11003,13485,3,
0.00,238.00,11013,11986,3,
0.00,99.00,11042,11577,3,
0.00,404.00,11042,11618,3,
0.00,261.00,11042,12339,3,
0.00,622.00,11042,13244,3,
0.00,74.00,11049,12266,3,
0.00,72.00,11050,14747,3,
0.00,226.00,11057,10397,3,
0.00,427.00,11057,12339,3,
0.00,511.00,11057,13244,3,
0.00,130.00,11057,14492,3,
0.00,603.00,11057,15096,3,
0.00,120.00,11076,11587,3,
0.00,293.00,11076,13342,3,
0.00,170.00,11097,11122,3,
0.00,207.00,11109,11921,3,
0.00,854.00,11109,13244,3,
0.00,163.00,11122,10558,3,
0.00,170.00,11122,11097,3,
0.00,172.00,11122,12094,3,
0.00,1038.00,11122,13244,3,
0.00,161.00,11122,14543,3,
0.00,83.00,11150,10397,3,
0.00,338.00,11150,13244,3,
0.00,403.00,11193,13244,3,
0.00,84.00,11193,14730,3,
0.00,83.00,11198,14057,3,
0.00,154.00,11203,13342,3,
0.00,114.00,11203,13485,3,
0.00,90.00,11267,11823,3,
0.00,461.00,11267,13244,3,
0.00,626.00,11292,10194,3,
0.00,455.00,11292,10620,3,
0.00,641.00,11292,11298,3,
0.00,563.00,11292,11540,3,
0.00,977.00,11292,12339,3,
0.00,872.00,11292,13244,3,
0.00,957.00,11292,13796,3,
0.00,991.00,11292,14057,3,
0.00,602.00,11292,14107,3,
0.00,804.00,11292,14570,3,
0.00,391.00,11292,14869,3,
0.00,909.00,11292,14893,3,
0.00,770.00,11292,15016,3,
0.00,1372.00,11298,11618,3,
0.00,761.00,11298,12339,3,
0.00,431.00,11298,13244,3,
0.00,367.00,11308,13244,3,
0.00,284.00,11315,11637,3,
0.00,144.00,11337,13487,3,
0.00,160.00,11413,10140,3,
0.00,149.00,11415,14683,3,
0.00,104.00,11423,11003,3,
0.00,490.00,11423,13244,3,
0.00,247.00,11423,13485,3,
0.00,232.00,11423,13487,3,
0.00,986.00,11433,11298,3,
0.00,488.00,11433,11618,3,
0.00,231.00,11433,12339,3,
0.00,167.00,11433,12917,3,
0.00,629.00,11433,13198,3,
0.00,610.00,11433,13244,3,
0.00,237.00,11433,13342,3,
0.00,92.00,11468,12899,3,
0.00,167.00,11468,13871,3,
0.00,126.00,11470,11884,3,
0.00,60.00,11470,16101,3,
0.00,198.00,11522,14893,3,
0.00,125.00,11522,15458,3,
0.00,77.00,11537,14576,3,
0.00,1249.00,11540,12339,3,
0.00,972.00,11540,13244,3,
0.00,59.00,11555,10299,3,
0.00,196.00,11587,13342,3,
0.00,18.00,11588,10666,3,
0.00,14.00,11588,11762,3,
0.00,106.00,11603,14057,3,
0.00,178.00,11617,11995,3,
0.00,113.00,11617,14492,3,
0.00,143.00,11618,10257,3,
0.00,746.00,11618,10397,3,
0.00,116.00,11618,10529,3,
0.00,200.00,11618,10721,3,
0.00,282.00,11618,10792,3,
0.00,169.00,11618,10821,3,
0.00,404.00,11618,11042,3,
0.00,488.00,11618,11433,3,
0.00,1065.00,11618,11697,3,
0.00,212.00,11618,12264,3,
0.00,645.00,11618,12339,3,
0.00,2454.00,11618,12892,3,
0.00,937.00,11618,13204,3,
0.00,141.00,11618,13230,3,
0.00,946.00,11618,13244,3,
0.00,2555.00,11618,13796,3,
0.00,719.00,11618,13930,3,
0.00,276.00,11618,14025,3,
0.00,319.00,11618,14122,3,
0.00,160.00,11618,14307,3,
0.00,416.00,11618,14492,3,
0.00,195.00,11618,15096,3,
0.00,145.00,11624,11697,3,
0.00,46.00,11624,13501,3,
0.00,261.00,11630,10299,3,
0.00,442.00,11637,10408,3,
0.00,187.00,11637,10627,3,
0.00,97.00,11637,10631,3,
0.00,284.00,11637,11315,3,
0.00,404.00,11637,11423,3,
0.00,331.00,11637,12389,3,
0.00,893.00,11637,13244,3,
0.00,516.00,11637,13342,3,
0.00,228.00,11637,13433,3,
0.00,207.00,11637,16232,3,
0.00,188.00,11638,14570,3,
0.00,146.00,11648,12003,3,
0.00,119.00,11695,14107,3,
0.00,581.00,11697,10397,3,
0.00,1065.00,11697,11618,3,
0.00,145.00,11697,11624,3,
0.00,691.00,11697,11995,3,
0.00,177.00,11697,13204,3,
0.00,851.00,11697,13244,3,
0.00,21.00,11697,13303,3,
0.00,108.00,11697,13501,3,
0.00,149.00,11711,10140,3,
0.00,40.00,11711,11413,3,
0.00,90.00,11711,12018,3,
0.00,146.00,11721,10333,3,
0.00,641.00,11721,13244,3,
0.00,14.00,11762,11588,3,
0.00,153.00,11775,10141,3,
0.00,741.00,11775,10693,3,
0.00,691.00,11775,13244,3,
0.00,185.00,11775,14120,3,
0.00,317.00,11775,14457,3,
0.00,485.00,11823,13244,3,
0.00,77.00,11823,14696,3,
0.00,181.00,11867,12278,3,
0.00,126.00,11884,11470,3,
0.00,162.00,11884,12956,3,
0.00,89.00,11884,13127,3,
0.00,1662.00,11884,13244,3,
0.00,147.00,11884,14054,3,
0.00,120.00,11884,14252,3,
0.00,224.00,11884,14747,3,
0.00,159.00,11884,16101,3,
0.00,207.00,11921,11109,3,
0.00,40.00,11980,11468,3,
0.00,128.00,11980,13871,3,
0.00,238.00,11986,11013,3,
0.00,222.00,11986,12339,3,
0.00,591.00,11986,13244,3,
0.00,189.00,11986,14150,3,
0.00,129.00,11986,15380,3,
0.00,178.00,11995,11617,3,
0.00,445.00,11995,11618,3,
0.00,239.00,11995,12264,3,
0.00,171.00,11995,12323,3,
0.00,427.00,11995,12339,3,
0.00,570.00,11995,13244,3,
0.00,265.00,11996,10693,3,
0.00,401.00,11996,12339,3,
0.00,440.00,11996,13244,3,
0.00,177.00,12003,10620,3,
0.00,118.00,12003,10849,3,
0.00,146.00,12003,11648,3,
0.00,1398.00,12003,13244,3,
0.00,134.00,12003,13486,3,
0.00,273.00,12003,13862,3,
0.00,128.00,12018,10140,3,
0.00,90.00,12018,11711,3,
0.00,172.00,12094,11122,3,
0.00,133.00,12132,13785,3,
0.00,156.00,12132,14107,3,
0.00,84.00,12173,12492,3,
0.00,2556.00,12173,12892,3,
0.00,102.00,12173,12982,3,
0.00,72.00,12173,13034,3,
0.00,54.00,12173,13347,3,
0.00,2409.00,12173,13796,3,
0.00,117.00,12184,10299,3,
0.00,65.00,12184,11555,3,
0.00,466.00,12206,10194,3,
0.00,760.00,12206,13244,3,
0.00,184.00,12217,13244,3,
0.00,102.00,12223,12917,3,
0.00,471.00,12223,13244,3,
0.00,212.00,12264,11618,3,
0.00,476.00,12264,12339,3,
0.00,742.00,12264,13244,3,
0.00,238.00,12266,10194,3,
0.00,74.00,12266,11049,3,
0.00,224.00,12266,11298,3,
0.00,667.00,12266,11540,3,
0.00,844.00,12266,12339,3,
0.00,458.00,12266,12896,3,
0.00,468.00,12266,13244,3,
0.00,321.00,12278,10194,3,
0.00,181.00,12278,11867,3,
0.00,186.00,12278,13198,3,
0.00,453.00,12278,13244,3,
0.00,132.00,12278,15370,3,
0.00,188.00,12280,14869,3,
0.00,186.00,12323,10868,3,
0.00,171.00,12323,11995,3,
0.00,199.00,12335,13342,3,
0.00,578.00,12339,10135,3,
0.00,769.00,12339,10194,3,
0.00,3020.00,12339,10299,3,
0.00,432.00,12339,10397,3,
0.00,729.00,12339,10529,3,
0.00,249.00,12339,10693,3,
0.00,818.00,12339,10721,3,
0.00,452.00,12339,10792,3,
0.00,516.00,12339,10821,3,
0.00,491.00,12339,10868,3,
0.00,321.00,12339,11003,3,
0.00,261.00,12339,11042,3,
0.00,427.00,12339,11057,3,
0.00,977.00,12339,11292,3,
0.00,761.00,12339,11298,3,
0.00,231.00,12339,11433,3,
0.00,645.00,12339,11618,3,
0.00,602.00,12339,11775,3,
0.00,222.00,12339,11986,3,
0.00,427.00,12339,11995,3,
0.00,401.00,12339,11996,3,
0.00,476.00,12339,12264,3,
0.00,844.00,12339,12266,3,
0.00,665.00,12339,12478,3,
0.00,1814.00,12339,12892,3,
0.00,179.00,12339,12917,3,
0.00,451.00,12339,13198,3,
0.00,507.00,12339,13230,3,
0.00,381.00,12339,13244,3,
0.00,1020.00,12339,13303,3,
0.00,238.00,12339,13342,3,
0.00,503.00,12339,13487,3,
0.00,1933.00,12339,13796,3,
0.00,517.00,12339,13871,3,
0.00,1768.00,12339,13891,3,
0.00,177.00,12339,13930,3,
0.00,1877.00,12339,14057,3,
0.00,588.00,12339,14100,3,
0.00,1488.00,12339,14107,3,
0.00,326.00,12339,14122,3,
0.00,261.00,12339,14131,3,
0.00,489.00,12339,14492,3,
0.00,509.00,12339,14524,3,
0.00,1782.00,12339,14679,3,
0.00,137.00,12339,14696,3,
0.00,1866.00,12339,14747,3,
0.00,1355.00,12339,14869,3,
0.00,229.00,12339,15016,3,
0.00,652.00,12339,15070,3,
0.00,578.00,12339,15096,3,
0.00,837.00,12339,15304,3,
0.00,297.00,12339,15412,3,
0.00,746.00,12339,16128,3,
0.00,440.00,12339,16271,3,
0.00,94.00,12363,14679,3,
0.00,73.00,12365,13230,3,
0.00,331.00,12389,11637,3,
0.00,109.00,12389,13433,3,
0.00,216.00,12402,12173,3,
0.00,111.00,12436,13891,3,
0.00,205.00,12441,14869,3,
0.00,144.00,12451,13204,3,
0.00,575.00,12451,13244,3,
0.00,21.00,12478,11618,3,
0.00,665.00,12478,12339,3,
0.00,964.00,12478,13244,3,
0.00,2576.00,12478,13796,3,
0.00,84.00,12492,12173,3,
0.00,61.00,12494,10792,3,
0.00,75.00,12559,14122,3,
0.00,159.00,12889,10918,3,
0.00,1055.00,12889,11298,3,
0.00,1416.00,12889,13244,3,
0.00,197.00,12889,13891,3,
0.00,345.00,12889,14570,3,
0.00,113.00,12889,14794,3,
0.00,1218.00,12892,10194,3,
0.00,2454.00,12892,11618,3,
0.00,2556.00,12892,12173,3,
0.00,1814.00,12892,12339,3,
0.00,236.00,12892,12889,3,
0.00,1619.00,12892,13244,3,
0.00,337.00,12892,13796,3,
0.00,47.00,12892,13891,3,
0.00,370.00,12892,14107,3,
0.00,151.00,12896,10136,3,
0.00,265.00,12896,10194,3,
0.00,282.00,12896,11298,3,
0.00,295.00,12896,11540,3,
0.00,369.00,12896,12278,3,
0.00,121.00,12896,13158,3,
0.00,683.00,12896,13244,3,
0.00,158.00,12896,14588,3,
0.00,214.00,12896,14646,3,
0.00,124.00,12899,11980,3,
0.00,250.00,12899,13871,3,
0.00,307.00,12917,10792,3,
0.00,124.00,12917,11042,3,
0.00,467.00,12917,11618,3,
0.00,179.00,12917,12339,3,
0.00,508.00,12917,13244,3,
0.00,86.00,12917,14131,3,
0.00,353.00,12951,13244,3,
0.00,1606.00,12954,13244,3,
0.00,49.00,12956,14054,3,
0.00,102.00,12982,12173,3,
0.00,241.00,13024,14057,3,
0.00,111.00,13024,14467,3,
0.00,148.00,13024,14489,3,
0.00,72.00,13034,12173,3,
0.00,22.00,13034,12492,3,
0.00,144.00,13061,12206,3,
0.00,1191.00,13061,12954,3,
0.00,762.00,13061,13244,3,
0.00,150.00,13061,14683,3,
0.00,89.00,13127,11884,3,
0.00,121.00,13158,12896,3,
0.00,459.00,13198,10194,3,
0.00,460.00,13198,11298,3,
0.00,451.00,13198,12339,3,
0.00,393.00,13198,13244,3,
0.00,403.00,13198,13930,3,
0.00,475.00,13198,14814,3,
0.00,223.00,13198,15370,3,
0.00,177.00,13204,11697,3,
0.00,449.00,13204,11996,3,
0.00,684.00,13204,13244,3,
0.00,534.00,13204,14492,3,
0.00,228.00,13204,15249,3,
0.00,141.00,13230,11618,3,
0.00,507.00,13230,12339,3,
0.00,73.00,13230,12365,3,
0.00,806.00,13230,13244,3,
0.00,204.00,13230,15096,3,
0.00,883.00,13244,10135,3,
0.00,942.00,13244,10140,3,
0.00,444.00,13244,10194,3,
0.00,1019.00,13244,10257,3,
0.00,3153.00,13244,10299,3,
0.00,332.00,13244,10397,3,
0.00,640.00,13244,10408,3,
0.00,559.00,13244,10423,3,
0.00,1049.00,13244,10529,3,
0.00,324.00,13244,10562,3,
0.00,211.00,13244,10599,3,
0.00,1224.00,13244,10620,3,
0.00,379.00,13244,10685,3,
0.00,200.00,13244,10693,3,
0.00,1516.00,13244,10713,3,
0.00,1139.00,13244,10721,3,
0.00,1806.00,13244,10732,3,
0.00,813.00,13244,10792,3,
0.00,1613.00,13244,10800,3,
0.00,787.00,13244,10821,3,
0.00,511.00,13244,10868,3,
0.00,271.00,13244,10980,3,
0.00,589.00,13244,10994,3,
0.00,481.00,13244,11003,3,
0.00,622.00,13244,11042,3,
0.00,511.00,13244,11057,3,
0.00,854.00,13244,11109,3,
0.00,1038.00,13244,11122,3,
0.00,519.00,13244,11146,3,
0.00,403.00,13244,11193,3,
0.00,461.00,13244,11267,3,
0.00,872.00,13244,11292,3,
0.00,431.00,13244,11298,3,
0.00,490.00,13244,11423,3,
0.00,610.00,13244,11433,3,
0.00,972.00,13244,11540,3,
0.00,248.00,13244,11612,3,
0.00,946.00,13244,11618,3,
0.00,893.00,13244,11637,3,
0.00,851.00,13244,11697,3,
0.00,641.00,13244,11721,3,
0.00,691.00,13244,11775,3,
0.00,485.00,13244,11823,3,
0.00,1662.00,13244,11884,3,
0.00,591.00,13244,11986,3,
0.00,570.00,13244,11995,3,
0.00,440.00,13244,11996,3,
0.00,1398.00,13244,12003,3,
0.00,4174.00,13244,12173,3,
0.00,760.00,13244,12206,3,
0.00,184.00,13244,12217,3,
0.00,471.00,13244,12223,3,
0.00,742.00,13244,12264,3,
0.00,468.00,13244,12266,3,
0.00,453.00,13244,12278,3,
0.00,381.00,13244,12339,3,
0.00,575.00,13244,12451,3,
0.00,964.00,13244,12478,3,
0.00,1416.00,13244,12889,3,
0.00,1619.00,13244,12892,3,
0.00,683.00,13244,12896,3,
0.00,508.00,13244,12917,3,
0.00,353.00,13244,12951,3,
0.00,762.00,13244,13061,3,
0.00,393.00,13244,13198,3,
0.00,684.00,13244,13204,3,
0.00,806.00,13244,13230,3,
0.00,1133.00,13244,13296,3,
0.00,859.00,13244,13303,3,
0.00,557.00,13244,13342,3,
0.00,211.00,13244,13377,3,
0.00,560.00,13244,13485,3,
0.00,700.00,13244,13487,3,
0.00,348.00,13244,13495,3,
0.00,1798.00,13244,13796,3,
0.00,432.00,13244,13851,3,
0.00,538.00,13244,13871,3,
0.00,1572.00,13244,13891,3,
0.00,491.00,13244,13930,3,
0.00,782.00,13244,13931,3,
0.00,822.00,13244,14027,3,
0.00,1854.00,13244,14057,3,
0.00,875.00,13244,14100,3,
0.00,1264.00,13244,14107,3,
0.00,652.00,13244,14122,3,
0.00,1104.00,13244,14307,3,
0.00,1205.00,13244,14321,3,
0.00,633.00,13244,14492,3,
0.00,726.00,13244,14524,3,
0.00,1663.00,13244,14570,3,
0.00,580.00,13244,14574,3,
0.00,863.00,13244,14576,3,
0.00,626.00,13244,14633,3,
0.00,763.00,13244,14635,3,
0.00,1567.00,13244,14679,3,
0.00,625.00,13244,14683,3,
0.00,544.00,13244,14685,3,
0.00,320.00,13244,14730,3,
0.00,1871.00,13244,14747,3,
0.00,1807.00,13244,14771,3,
0.00,244.00,13244,14783,3,
0.00,285.00,13244,14814,3,
0.00,1784.00,13244,14831,3,
0.00,1863.00,13244,14843,3,
0.00,1262.00,13244,14869,3,
0.00,1761.00,13244,14893,3,
0.00,256.00,13244,15016,3,
0.00,969.00,13244,15070,3,
0.00,929.00,13244,15096,3,
0.00,458.00,13244,15249,3,
0.00,655.00,13244,15304,3,
0.00,342.00,13244,15370,3,
0.00,1224.00,13244,15376,3,
0.00,342.00,13244,15412,3,
0.00,1706.00,13244,16042,3,
0.00,1113.00,13244,16128,3,
0.00,1944.00,13244,16229,3,
0.00,1090.00,13244,16232,3,
0.00,1633.00,13244,16257,3,
0.00,812.00,13244,16271,3,
0.00,73.00,13246,13931,3,
0.00,222.00,13264,14057,3,
0.00,1133.00,13296,13244,3,
0.00,594.00,13303,10397,3,
0.00,859.00,13303,13244,3,
0.00,96.00,13342,10408,3,
0.00,293.00,13342,11076,3,
0.00,154.00,13342,11203,3,
0.00,196.00,13342,11587,3,
0.00,199.00,13342,12335,3,
0.00,238.00,13342,12339,3,
0.00,557.00,13342,13244,3,
0.00,237.00,13342,13459,3,
0.00,297.00,13342,13487,3,
0.00,201.00,13342,14520,3,
0.00,54.00,13347,12173,3,
0.00,106.00,13433,10627,3,
0.00,228.00,13433,11637,3,
0.00,109.00,13433,12389,3,
0.00,77.00,13459,11076,3,
0.00,51.00,13459,12335,3,
0.00,237.00,13459,13342,3,
0.00,256.00,13461,12339,3,
0.00,206.00,13461,13244,3,
0.00,81.00,13476,13796,3,
0.00,87.00,13485,10408,3,
0.00,185.00,13485,10685,3,
0.00,114.00,13485,11203,3,
0.00,284.00,13485,12339,3,
0.00,560.00,13485,13244,3,
0.00,134.00,13486,12003,3,
0.00,236.00,13487,10408,3,
0.00,199.00,13487,10631,3,
0.00,144.00,13487,11337,3,
0.00,223.00,13487,11637,3,
0.00,503.00,13487,12339,3,
0.00,393.00,13487,13198,3,
0.00,700.00,13487,13244,3,
0.00,297.00,13487,13342,3,
0.00,348.00,13495,13244,3,
0.00,46.00,13501,11624,3,
0.00,108.00,13501,11697,3,
0.00,71.00,13540,14747,3,
0.00,48.00,13541,14307,3,
0.00,88.00,13546,11884,3,
0.00,127.00,13577,10868,3,
0.00,160.00,13785,14107,3,
0.00,7.00,13792,14487,3,
0.00,1439.00,13796,10194,3,
0.00,2016.00,13796,10299,3,
0.00,957.00,13796,11292,3,
0.00,2555.00,13796,11618,3,
0.00,723.00,13796,11884,3,
0.00,2409.00,13796,12173,3,
0.00,1628.00,13796,12266,3,
0.00,1933.00,13796,12339,3,
0.00,407.00,13796,12889,3,
0.00,337.00,13796,12892,3,
0.00,2110.00,13796,12917,3,
0.00,1798.00,13796,13244,3,
0.00,81.00,13796,13476,3,
0.00,362.00,13796,13891,3,
0.00,1836.00,13796,13930,3,
0.00,543.00,13796,14057,3,
0.00,646.00,13796,14107,3,
0.00,446.00,13796,14679,3,
0.00,672.00,13796,14747,3,
0.00,588.00,13796,14869,3,
0.00,75.00,13796,14893,3,
0.00,184.00,13796,15601,3,
0.00,432.00,13851,13244,3,
0.00,111.00,13851,15370,3,
0.00,273.00,13862,12003,3,
0.00,167.00,13871,11468,3,
0.00,128.00,13871,11980,3,
0.00,250.00,13871,12899,3,
0.00,538.00,13871,13244,3,
0.00,38.00,13890,11198,3,
0.00,1171.00,13891,10194,3,
0.00,126.00,13891,10561,3,
0.00,233.00,13891,10617,3,
0.00,2409.00,13891,11618,3,
0.00,1768.00,13891,12339,3,
0.00,111.00,13891,12436,3,
0.00,2429.00,13891,12478,3,
0.00,1947.00,13891,12917,3,
0.00,1572.00,13891,13244,3,
0.00,362.00,13891,13796,3,
0.00,325.00,13891,14107,3,
0.00,205.00,13891,14236,3,
0.00,131.00,13891,14689,3,
0.00,191.00,13891,14698,3,
0.00,173.00,13891,14905,3,
0.00,146.00,13891,14965,3,
0.00,806.00,13930,10194,3,
0.00,719.00,13930,11618,3,
0.00,177.00,13930,12339,3,
0.00,403.00,13930,13198,3,
0.00,491.00,13930,13244,3,
0.00,1836.00,13930,13796,3,
0.00,1829.00,13930,14831,3,
0.00,782.00,13931,13244,3,
0.00,73.00,13931,13246,3,
0.00,441.00,13931,15412,3,
0.00,47.00,13964,14467,3,
0.00,120.00,13964,14871,3,
0.00,132.00,14025,10257,3,
0.00,276.00,14025,11618,3,
0.00,1120.00,14027,10194,3,
0.00,822.00,14027,13244,3,
0.00,62.00,14027,13303,3,
0.00,147.00,14054,11884,3,
0.00,49.00,14054,12956,3,
0.00,102.00,14054,16101,3,
0.00,1599.00,14057,10194,3,
0.00,1877.00,14057,12339,3,
0.00,834.00,14057,12892,3,
0.00,241.00,14057,13024,3,
0.00,1854.00,14057,13244,3,
0.00,222.00,14057,13264,3,
0.00,543.00,14057,13796,3,
0.00,100.00,14057,13890,3,
0.00,171.00,14057,13964,3,
0.00,166.00,14057,14467,3,
0.00,116.00,14057,14489,3,
0.00,588.00,14100,12339,3,
0.00,875.00,14100,13244,3,
0.00,851.00,14107,10194,3,
0.00,119.00,14107,11695,3,
0.00,156.00,14107,12132,3,
0.00,1488.00,14107,12339,3,
0.00,255.00,14107,12889,3,
0.00,370.00,14107,12892,3,
0.00,1264.00,14107,13244,3,
